Time_stamps, X_hand,Y_hand,Z_hand,W_hand,X_gripper,Y_gripper,Z_gripper,W_gripper
20.9629,0.156746671,0.8390467,0.30721733,0.42077145,0.378459066,0.761588156,-0.127307087,0.5104362
21.0017,0.160124555,0.838779449,0.30717048,0.4200661,0.378459066,0.761588156,-0.127307087,0.5104362
21.0329,0.163521454,0.837349951,0.30735,0.4214758,0.378459066,0.761588156,-0.127307087,0.5104362
21.0665,0.163906962,0.837188065,0.30813697,0.421072721,0.378459066,0.761588156,-0.127307087,0.5104362
21.0990,0.168524384,0.837528,0.3090476,0.417894661,0.379127383,0.761508,-0.127604708,0.5099853
21.1463,0.1733937,0.838095546,0.311744928,0.4127294,0.3817092,0.7611912,-0.128757685,0.5082397
21.1629,0.174646333,0.837946653,0.313404232,0.411244363,0.382433951,0.7611721,-0.128938854,0.507677
21.1984,0.174926877,0.8382228,0.31411472,0.4100185,0.3835081,0.7611672,-0.129158467,0.506817639
21.2308,0.172001883,0.8381889,0.3133239,0.4119258,0.386338472,0.7612817,-0.129467949,0.5044112
21.2658,0.172073469,0.8379916,0.314216584,0.4116173,0.3886558,0.761702538,-0.1290507,0.5020974
21.3110,0.174133047,0.8378414,0.3148107,0.410601676,0.3894209,0.7618874,-0.128817081,0.5012835
21.3441,0.173442259,0.8380917,0.315290064,0.410015136,0.390032649,0.7621434,-0.128411412,0.500522137
21.3768,0.1725776,0.8386231,0.3137728,0.410457045,0.390460342,0.7623649,-0.128041223,0.4999458
21.4365,0.16182147,0.835215569,0.319475859,0.41732952,0.391136944,0.76255995,-0.127766266,0.4991893
21.4569,0.16182147,0.835215569,0.319475859,0.41732952,0.391511172,0.7627097,-0.127529114,0.49872762
21.4923,0.16427359,0.8346864,0.321308762,0.416021079,0.391610622,0.762744,-0.127476886,0.4986103
21.5062,0.165485039,0.8342785,0.3222919,0.415598452,0.39109692,0.76313287,-0.126604825,0.498640776
21.5422,0.165485084,0.8342785,0.322291881,0.415598422,0.390432984,0.763514,-0.125720382,0.4988014
21.5915,0.171927735,0.8311277,0.327334017,0.415355444,0.3895239,0.7642893,-0.123991877,0.4987573
21.6246,0.17345427,0.8307869,0.328096777,0.4148003,0.38951683,0.764545441,-0.123470895,0.498499542
21.6589,0.174227655,0.830372155,0.329737455,0.414004833,0.3894857,0.7653652,-0.121797562,0.497677028
21.6980,0.174184158,0.8310602,0.329382569,0.4129238,0.390772372,0.7660179,-0.120686233,0.495931745
21.7469,0.174147621,0.8310871,0.33052966,0.411967278,0.39369,0.7669658,-0.1192249,0.492500722
21.7779,0.171745747,0.8319047,0.329903334,0.411827326,0.395728946,0.7676731,-0.11808832,0.4900325
21.8115,0.167017236,0.8315211,0.3309088,0.413735837,0.3971116,0.7681866,-0.117235906,0.4883109
21.8535,0.174728245,0.8308955,0.334157139,0.409171969,0.39734897,0.7687565,-0.116087019,0.487494558
21.8935,0.171981111,0.8306686,0.3341385,0.410808474,0.396152228,0.7691407,-0.115106285,0.488094777
21.9263,0.1734503,0.8308251,0.3355133,0.408748776,0.3933872,0.7700992,-0.112673715,0.4893857
21.9586,0.174002,0.83085835,0.336020261,0.408029526,0.397397876,0.7704059,-0.112646662,0.485654652
21.9743,0.175285727,0.8307125,0.3367893,0.407142162,0.3978669,0.770850241,-0.111781277,0.4847646
22.0262,0.175150633,0.8303748,0.33829996,0.406636417,0.3985947,0.771055937,-0.111453146,0.483914375
22.0608,0.1758083,0.830658555,0.3393003,0.404936016,0.399492383,0.7712215,-0.111231223,0.4829604
22.0966,0.1750485,0.8305111,0.3393634,0.4055144,0.400892884,0.7715928,-0.110639982,0.481339931
22.1110,0.174063981,0.8309324,0.3393498,0.4050862,0.401247,0.77207315,-0.109669931,0.480496079
22.1284,0.174063981,0.8309324,0.3393498,0.4050862,0.401477456,0.772227466,-0.109373033,0.480123043
22.1471,0.172940984,0.8307949,0.340402067,0.404966384,0.401685327,0.7723773,-0.109082177,0.479774147
22.1973,0.17269811,0.832053363,0.3392367,0.403461367,0.401685327,0.7723773,-0.109082177,0.479774147
22.2162,0.171177238,0.8324319,0.337957144,0.404401422,0.401471078,0.7724885,-0.108817242,0.479834646
22.2513,0.169722363,0.8327264,0.3368947,0.4052937,0.400364876,0.772790968,-0.108024456,0.4804505
22.2828,0.168276653,0.8331387,0.337273419,0.404733926,0.399791449,0.773235142,-0.106999107,0.480442822
22.3351,0.173077,0.8320652,0.341068178,0.401726753,0.398813844,0.773029447,-0.107301973,0.4815176
22.3632,0.173522115,0.832484543,0.34122318,0.4005326,0.396847874,0.7725746,-0.107987031,0.483713746
22.3967,0.173072442,0.8327386,0.340884835,0.400487065,0.395517051,0.7725976,-0.107740283,0.484820843
22.4286,0.172938064,0.833165348,0.3406844,0.3998276,0.3971585,0.773198962,-0.106704459,0.4827449
22.4781,0.171128392,0.8350705,0.3389121,0.398134381,0.398907363,0.773695052,-0.105894335,0.480682045
22.4927,0.171128392,0.83507055,0.3389121,0.398134351,0.3991045,0.773709834,-0.105890095,0.480495423
22.5279,0.170365915,0.836169839,0.338461816,0.396533757,0.3991792,0.7737043,-0.10591235,0.480437458
22.5607,0.172061741,0.8377201,0.336443663,0.39424032,0.398846775,0.773699045,-0.105877414,0.480729669
22.5997,0.167165428,0.8384978,0.3355017,0.3954944,0.398053259,0.7735893,-0.106000058,0.48153615
22.6444,0.16962342,0.8392536,0.338496625,0.390258133,0.397353262,0.7734167,-0.106268279,0.482331753
22.6786,0.171428308,0.8401666,0.337580323,0.388293684,0.396417648,0.773104,-0.106798194,0.4834846
22.7124,0.171931639,0.8404383,0.338399649,0.38676703,0.395760119,0.773110867,-0.106685959,0.4840367
22.7483,0.174309552,0.8408108,0.339728057,0.3837164,0.3956544,0.7732279,-0.106421068,0.4839945
22.7974,0.1756966,0.841072857,0.3410028,0.381371647,0.3956914,0.773315847,-0.106239244,0.483863652
22.8459,0.176223963,0.8418104,0.341283083,0.379244357,0.395751327,0.77337575,-0.106120557,0.483744979
22.8788,0.17529504,0.8419482,0.342313141,0.378439784,0.3958275,0.773451447,-0.105970517,0.483594477
22.9089,0.176726162,0.842337132,0.3428204,0.376444131,0.396991044,0.7737484,-0.10550762,0.482265
22.9455,0.177823573,0.8437294,0.342461675,0.37312144,0.398434043,0.7741587,-0.104835518,0.480560184
22.9904,0.177655324,0.844751358,0.343427837,0.369988,0.398794174,0.774336457,-0.10450469,0.480046958
23.0264,0.177290663,0.845510542,0.3442591,0.36764878,0.399141729,0.774661064,-0.103855394,0.4793747
23.0572,0.175900951,0.8461115,0.3443295,0.3668671,0.399997532,0.774919868,-0.103415005,0.478337348
23.1086,0.174529091,0.8472119,0.344428718,0.3648843,0.400645852,0.7753177,-0.102643214,0.477315068
23.1230,0.174841881,0.8470247,0.345141143,0.3644958,0.400655,0.77548635,-0.102280073,0.477111369
23.1564,0.173200533,0.8464658,0.3472145,0.364608377,0.400568664,0.775665,-0.101882331,0.47697863
23.1903,0.17260091,0.846629,0.347922564,0.363838166,0.3997791,0.776153,-0.100720011,0.477093935
23.2393,0.174062148,0.846782148,0.349817961,0.360956848,0.3990857,0.776659966,-0.09952586,0.477100134
23.2551,0.174062148,0.846782148,0.349817961,0.360956848,0.398814321,0.7769853,-0.09878109,0.476952076
23.2923,0.175118044,0.847804248,0.350812644,0.3570604,0.3983424,0.7775849,-0.09740879,0.4766513
23.3070,0.175118133,0.8478043,0.350812554,0.357060283,0.398059815,0.7781377,-0.0961607546,0.4762386
23.3389,0.17440258,0.8480222,0.3507369,0.356967419,0.398328364,0.77834,-0.0957537,0.475765318
23.3908,0.169656068,0.849151254,0.348604321,0.35865593,0.3985646,0.7785859,-0.0952456146,0.475266874
23.4258,0.1682715,0.850110233,0.347639233,0.357972562,0.398932,0.778796732,-0.09483087,0.4746956
23.4622,0.168807074,0.850328863,0.347015381,0.357806265,0.399617463,0.779464364,-0.09344835,0.473295242
23.4786,0.168834165,0.850569546,0.346519858,0.357701719,0.3975198,0.77943784,-0.0932275,0.475145549
23.5203,0.165915444,0.851411164,0.345037,0.3584978,0.396619052,0.7792846,-0.09344118,0.4761067
23.5475,0.165699735,0.8513992,0.3445447,0.3590989,0.396328449,0.779219031,-0.09354493,0.4764355
23.5786,0.1659622,0.851284444,0.344812334,0.358992815,0.395504177,0.7788968,-0.09413686,0.4775295
23.6102,0.165262267,0.851022243,0.342565566,0.3620751,0.394008845,0.7786767,-0.09440196,0.4790698
23.6588,0.169887245,0.8505906,0.342284858,0.361213326,0.39324975,0.778356135,-0.094990544,0.480096966
23.6765,0.170256421,0.851029456,0.340980977,0.361239046,0.3928223,0.7782745,-0.09510428,0.480556458
23.7113,0.172212631,0.850632668,0.34022367,0.3619597,0.392337978,0.777891,-0.09586766,0.481420666
23.7463,0.171994269,0.850298047,0.3407177,0.362384677,0.392729282,0.7772776,-0.09726384,0.481812149
23.7859,0.172656357,0.8508209,0.3381078,0.3632861,0.393209845,0.7768713,-0.09821994,0.48188144
23.8266,0.17071636,0.8518958,0.333827138,0.3656349,0.393819124,0.7764054,-0.0993227363,0.481908977
23.8590,0.170447588,0.851870239,0.333791584,0.3658523,0.394474715,0.7760553,-0.100178756,0.48175928
23.8922,0.170772731,0.853938162,0.329343677,0.364909619,0.394522429,0.7755392,-0.101299845,0.482316673
23.9527,0.169547737,0.8540959,0.328791946,0.365608633,0.3930272,0.7745338,-0.103230715,0.484737366
23.9740,0.166870952,0.8548955,0.327945977,0.365731239,0.3922354,0.77362,-0.105057888,0.486442477
23.9932,0.161036551,0.85618037,0.3265686,0.366572529,0.390914053,0.772459149,-0.107308611,0.4888537
24.0121,0.162341356,0.857515,0.3246981,0.364533365,0.390306,0.7722549,-0.107640013,0.489588916
24.0295,0.1629087,0.8573295,0.3249081,0.364529341,0.389558226,0.772120237,-0.10779912,0.490361154
24.0458,0.164921209,0.859110534,0.32126084,0.362659037,0.387937754,0.772056341,-0.107656956,0.491775572
24.0965,0.164148211,0.859110951,0.321304262,0.362970084,0.386405826,0.771893263,-0.107731834,0.493219256
24.1294,0.163344517,0.8583465,0.3206271,0.3657296,0.3858294,0.7717449,-0.107940987,0.493856519
24.1637,0.161184415,0.8596563,0.317465454,0.3663693,0.383927852,0.770453,-0.110300176,0.496825337
24.1978,0.161007956,0.8603669,0.3163077,0.3657796,0.3832243,0.7700996,-0.110905513,0.49778077
24.2458,0.1616935,0.861343563,0.314135015,0.365050375,0.382041425,0.7698103,-0.111282706,0.4990516
24.2781,0.163691863,0.8621206,0.3117857,0.3643388,0.380771756,0.769072,-0.1125685,0.500868738
24.3102,0.166406363,0.86239,0.309572756,0.3643587,0.379525,0.7682997,-0.113917179,0.502691865
24.3429,0.167921185,0.86254,0.30873692,0.3640175,0.378786922,0.7678523,-0.114689983,0.5037554
24.3847,0.168896735,0.8633399,0.305452973,0.3644402,0.378785044,0.7673403,-0.115740955,0.504296243
24.4105,0.171168327,0.863938034,0.303151846,0.363883883,0.379168272,0.7666007,-0.117332652,0.5047651
24.4466,0.171315119,0.864372253,0.3017082,0.3639834,0.379942477,0.765361249,-0.120014079,0.5054329
24.4588,0.171315119,0.864372253,0.3017082,0.3639834,0.3802187,0.764579535,-0.121655,0.5060158
24.5067,0.169843659,0.864560068,0.299927831,0.365694284,0.3807751,0.7634221,-0.124102935,0.5067499
24.5432,0.168941766,0.8644808,0.2996434,0.3665317,0.381036073,0.762475431,-0.126056835,0.5074962
24.5796,0.165055081,0.8642622,0.297358245,0.370655864,0.380890846,0.761709869,-0.127559587,0.5083786
24.6118,0.165066481,0.864269733,0.29734084,0.3706472,0.379912347,0.761203,-0.128372937,0.5096636
24.6498,0.163312942,0.862782836,0.2993897,0.373229772,0.3789001,0.7609244,-0.128720134,0.510744452
24.6924,0.163124084,0.862693369,0.29959783,0.37335214,0.3777602,0.7606776,-0.1289738,0.5118911
24.7262,0.1625754,0.861459851,0.301037937,0.375276357,0.375623137,0.760111868,-0.129641831,0.514130533
24.7619,0.1620985,0.8609872,0.301863253,0.375903934,0.3755754,0.76024574,-0.129366532,0.514036834
24.7764,0.162174374,0.8605795,0.302819,0.376036137,0.375066221,0.760697067,-0.128361821,0.513992667
24.8064,0.160782,0.860642135,0.303346545,0.376065552,0.374909431,0.7608405,-0.128043279,0.5139743
24.8439,0.158749163,0.8603533,0.305030167,0.376228064,0.374909431,0.7608405,-0.128043279,0.5139743
24.8784,0.179298475,0.857859433,0.308944,0.369435847,0.373947263,0.7617834,-0.125957653,0.513793766
24.9154,0.152079627,0.86086,0.306366354,0.3767381,0.3733934,0.762331,-0.124743164,0.513680756
54.4471,0.183396533,0.8511368,0.291837245,0.395932943,0.3679817,0.7648208,-0.118517354,0.5153564
54.4782,0.183396444,0.851136863,0.2918372,0.395932943,0.3679817,0.7648208,-0.118517354,0.5153564
54.5131,0.181893647,0.850609839,0.291198641,0.398222357,0.3679817,0.7648208,-0.118517354,0.5153564
54.5654,0.185140669,0.8499535,0.294331044,0.3958172,0.3679817,0.7648208,-0.118517354,0.5153564
54.5949,0.1846982,0.849307239,0.295225918,0.3967437,0.367981225,0.7648205,-0.118517779,0.5153571
54.6290,0.185438514,0.8495681,0.295160949,0.3958871,0.367272645,0.764637,-0.118722759,0.5160871
54.6450,0.18532975,0.8495855,0.2960381,0.3952453,0.36837402,0.7650682,-0.118108362,0.5148026
54.6999,0.1840101,0.850454748,0.295832932,0.3941445,0.36870575,0.7654939,-0.117323108,0.5141113
54.7287,0.184055358,0.850828052,0.295455784,0.393600374,0.368768424,0.765984952,-0.116341233,0.5135578
54.7605,0.182134986,0.851587832,0.2942403,0.3937609,0.369533718,0.766303837,-0.1158679,0.512638032
54.7921,0.180814043,0.851570368,0.294189483,0.394444972,0.369443178,0.7664047,-0.115642145,0.512603641
54.8343,0.175455719,0.850964367,0.2941836,0.398159623,0.369178027,0.766383052,-0.115625575,0.5128306
54.8585,0.17546542,0.850967348,0.2941844,0.398148239,0.3678708,0.7662209,-0.115654305,0.5140044
54.8912,0.177516237,0.851329,0.294344,0.396343857,0.366881728,0.766093433,-0.1156826,0.5148943
54.9274,0.178558663,0.851461351,0.294716746,0.395313174,0.364708036,0.7661484,-0.115054719,0.516495049
54.9659,0.168777972,0.853380561,0.293641061,0.396270782,0.36273697,0.7662502,-0.114369221,0.517882466
55.0081,0.168777943,0.8533806,0.2936409,0.396270871,0.3636646,0.7663277,-0.114438236,0.517101347
55.0449,0.202429533,0.846946061,0.303916335,0.386444658,0.36407268,0.7663996,-0.114391014,0.516718
55.0756,0.198034048,0.8471178,0.304629683,0.387781829,0.357315868,0.766910732,-0.111659013,0.5212539
55.1112,0.190071344,0.8471192,0.3053685,0.391167521,0.356124371,0.766909063,-0.111351907,0.5221366
55.1420,0.1884885,0.846779764,0.306049019,0.392135352,0.359559745,0.7671532,-0.111739747,0.5193332
55.1761,0.187100708,0.846197248,0.3076721,0.392786741,0.3666722,0.768006265,-0.111729607,0.513063669
55.2102,0.18677783,0.845421553,0.309560627,0.393126875,0.369917452,0.7689252,-0.110586077,0.5095938
55.2429,0.183592454,0.8439877,0.313531339,0.394558936,0.371041626,0.7699177,-0.108785689,0.50766176
55.2892,0.175903752,0.8433458,0.3179151,0.395923823,0.371555954,0.7707159,-0.107241474,0.5064014
55.3063,0.1733072,0.842927754,0.320000917,0.3962786,0.37209183,0.7711715,-0.106409408,0.5054891
55.3248,0.173755631,0.8430165,0.320884019,0.39517802,0.372312844,0.7723518,-0.103987277,0.504026234
55.3565,0.174082085,0.8430969,0.3200763,0.3955177,0.371545464,0.7730584,-0.102334529,0.5038475
55.3909,0.174183786,0.842490435,0.319548845,0.3971882,0.3698466,0.774238348,-0.09946797,0.5038597
55.4405,0.175019175,0.8422081,0.318265736,0.3984479,0.36801216,0.7756616,-0.09603106,0.5036805
55.4763,0.182779774,0.8406567,0.3204009,0.3965239,0.3675177,0.776399434,-0.09434211,0.503223836
55.4919,0.182696447,0.840536952,0.3201501,0.397018433,0.367494375,0.776534259,-0.09404799,0.5030879
55.5234,0.175703451,0.840631664,0.319345623,0.400605917,0.3675342,0.7764325,-0.09427506,0.503173351
55.5723,0.1728328,0.8408074,0.3183899,0.4022434,0.368322223,0.7764264,-0.09446615,0.502570331
55.6087,0.170244068,0.840784252,0.318054765,0.403658241,0.368925929,0.7765188,-0.09440327,0.50199616
55.6438,0.171216413,0.839947462,0.3179407,0.405076385,0.367531985,0.777037263,-0.0929771662,0.5024824
55.6580,0.171616018,0.8397973,0.3173251,0.405700922,0.366268933,0.7771602,-0.09242443,0.5033157
55.7135,0.1749534,0.840665162,0.315843374,0.403629,0.366050124,0.7771819,-0.09232737,0.503459156
55.8468,0.186205283,0.8394381,0.317743778,0.39963755,0.366836041,0.7756566,-0.09577376,0.5045943
55.9134,0.1914212,0.838270068,0.31780684,0.399574876,0.367604882,0.7746958,-0.09799338,0.505084336
56.5119,0.203579351,0.837725937,0.308611184,0.401907831,0.367450565,0.774955153,-0.09740758,0.5049122
