Timestamp,Delta_ms
2025-09-30T18:33:39.9845654Z,2,01
2025-09-30T18:33:40.0167021Z,2,03
2025-09-30T18:33:40.0490788Z,1,00
2025-09-30T18:33:40.1061865Z,0,54
2025-09-30T18:33:40.1334057Z,1,00
2025-09-30T18:33:40.1690582Z,0,00
2025-09-30T18:33:40.2001970Z,1,53
2025-09-30T18:33:40.2320478Z,1,02
2025-09-30T18:33:40.2899677Z,0,00
2025-09-30T18:33:40.3174040Z,0,00
2025-09-30T18:33:40.3484566Z,1,32
2025-09-30T18:33:40.3864536Z,1,52
2025-09-30T18:33:40.4189115Z,1,53
2025-09-30T18:33:40.4574851Z,0,00
2025-09-30T18:33:40.5018484Z,1,02
2025-09-30T18:33:40.5336840Z,1,03
2025-09-30T18:33:40.5675002Z,1,00
2025-09-30T18:33:40.6029374Z,1,01
2025-09-30T18:33:40.6455451Z,2,03
2025-09-30T18:33:40.6981461Z,3,52
2025-09-30T18:33:40.7347037Z,0,00
2025-09-30T18:33:40.7680364Z,1,00
2025-09-30T18:33:40.8110583Z,1,52
2025-09-30T18:33:40.8510201Z,3,52
2025-09-30T18:33:40.8846285Z,0,00
2025-09-30T18:33:40.9211414Z,1,00
2025-09-30T18:33:40.9399281Z,0,00
2025-09-30T18:33:40.9678067Z,0,51
2025-09-30T18:33:41.0260185Z,27,40
2025-09-30T18:33:41.0526936Z,57,21
2025-09-30T18:33:41.0855517Z,26,66
2025-09-30T18:33:41.1176253Z,32,85
2025-09-30T18:33:41.1688849Z,33,10
2025-09-30T18:33:41.2044747Z,56,07
2025-09-30T18:33:41.2355061Z,31,29
2025-09-30T18:33:41.2820413Z,30,50
2025-09-30T18:33:41.3194119Z,62,27
2025-09-30T18:33:41.3518222Z,23,80
2025-09-30T18:33:41.3865499Z,29,77
2025-09-30T18:33:41.4216631Z,35,72
2025-09-30T18:33:41.4870737Z,40,72
2025-09-30T18:33:41.5168226Z,62,39
2025-09-30T18:33:41.5556940Z,28,68
2025-09-30T18:33:41.5846702Z,37,85
2025-09-30T18:33:41.6368901Z,28,49
2025-09-30T18:33:41.6533413Z,50,70
2025-09-30T18:33:41.6878749Z,16,45
2025-09-30T18:33:41.7262006Z,35,53
2025-09-30T18:33:41.7549835Z,38,31
2025-09-30T18:33:41.8219037Z,28,80
2025-09-30T18:33:41.8441665Z,66,42
2025-09-30T18:33:41.8703021Z,23,28
2025-09-30T18:33:41.9118195Z,26,68
2025-09-30T18:33:41.9497744Z,40,04
2025-09-30T18:33:41.9883837Z,55,08
2025-09-30T18:33:42.0196531Z,22,41
2025-09-30T18:33:42.0393501Z,31,26
2025-09-30T18:33:42.0745747Z,21,92
2025-09-30T18:33:42.1058225Z,32,02
2025-09-30T18:33:42.1441757Z,31,73
2025-09-30T18:33:42.1705888Z,50,11
2025-09-30T18:33:42.2051871Z,14,68
2025-09-30T18:33:42.2287669Z,34,57
2025-09-30T18:33:42.2540374Z,24,10
2025-09-30T18:33:42.3028857Z,25,27
2025-09-30T18:33:42.3373429Z,59,39
2025-09-30T18:33:42.3716945Z,0,00
2025-09-30T18:33:42.4081443Z,2,56
2025-09-30T18:33:42.4350980Z,0,00
2025-09-30T18:33:42.4871189Z,1,00
2025-09-30T18:33:42.5005175Z,1,51
2025-09-30T18:33:42.5378667Z,1,51
2025-09-30T18:33:42.5687940Z,1,52
2025-09-30T18:33:42.6019464Z,1,51
2025-09-30T18:33:42.6356354Z,2,03
2025-09-30T18:33:42.6825097Z,2,01
2025-09-30T18:33:42.7157948Z,0,99
2025-09-30T18:33:42.7549107Z,1,00
2025-09-30T18:33:42.7889629Z,1,01
2025-09-30T18:33:42.8352065Z,1,01
2025-09-30T18:33:42.8675071Z,0,00
2025-09-30T18:33:42.9052222Z,1,00
2025-09-30T18:33:42.9198339Z,1,00
2025-09-30T18:33:42.9610945Z,0,51
2025-09-30T18:33:43.0199032Z,0,99
