Timestamp,Delta_ms
2025-09-30T18:43:55.7288384Z,2,54
2025-09-30T18:43:55.7557386Z,28,42
2025-09-30T18:43:55.7577445Z,2,01
2025-09-30T18:43:55.8098623Z,45,55
2025-09-30T18:43:55.8241572Z,20,86
2025-09-30T18:43:55.8392636Z,15,11
2025-09-30T18:43:55.8407792Z,1,52
2025-09-30T18:43:55.8716300Z,30,85
2025-09-30T18:43:55.8741718Z,1,52
2025-09-30T18:43:55.9037609Z,29,60
2025-09-30T18:43:55.9067792Z,3,01
2025-09-30T18:43:55.9408125Z,34,04
2025-09-30T18:43:55.9433295Z,3,54
2025-09-30T18:43:55.9920389Z,47,71
2025-09-30T18:43:55.9935428Z,2,50
2025-09-30T18:43:56.0258151Z,30,75
2025-09-30T18:43:56.0283696Z,3,05
2025-09-30T18:43:56.0715904Z,43,23
2025-09-30T18:43:56.0741253Z,2,54
2025-09-30T18:43:56.1151651Z,38,01
2025-09-30T18:43:56.1221077Z,6,43
2025-09-30T18:43:56.1557735Z,36,67
2025-09-30T18:43:56.1587973Z,3,58
2025-09-30T18:43:56.1927083Z,33,38
2025-09-30T18:43:56.1957258Z,3,55
2025-09-30T18:43:56.2254417Z,29,72
2025-09-30T18:43:56.2289864Z,2,53
2025-09-30T18:43:56.2553379Z,26,85
2025-09-30T18:43:56.2583610Z,3,54
2025-09-30T18:43:56.3047249Z,47,37
2025-09-30T18:43:56.3084392Z,2,70
2025-09-30T18:43:56.3214308Z,14,00
2025-09-30T18:43:56.3244678Z,2,53
2025-09-30T18:43:56.3559840Z,31,03
2025-09-30T18:43:56.3590102Z,2,00
2025-09-30T18:43:56.3877852Z,30,79
2025-09-30T18:43:56.3903132Z,2,53
2025-09-30T18:43:56.4485947Z,51,14
2025-09-30T18:43:56.4593444Z,17,89
2025-09-30T18:43:56.4878156Z,28,47
2025-09-30T18:43:56.4898218Z,1,00
2025-09-30T18:43:56.5259280Z,36,13
2025-09-30T18:43:56.5294716Z,2,50
2025-09-30T18:43:56.5512388Z,23,79
2025-09-30T18:43:56.5537818Z,2,54
2025-09-30T18:43:56.5900230Z,35,24
2025-09-30T18:43:56.5930200Z,3,00
2025-09-30T18:43:56.6360465Z,44,03
2025-09-30T18:43:56.6385638Z,2,01
2025-09-30T18:43:56.6738779Z,34,80
2025-09-30T18:43:56.6773990Z,3,02
2025-09-30T18:43:56.7041482Z,27,26
2025-09-30T18:43:56.7061414Z,2,01
2025-09-30T18:43:56.7405172Z,34,35
2025-09-30T18:43:56.7430480Z,2,02
2025-09-30T18:43:56.7845367Z,34,64
2025-09-30T18:43:56.8002513Z,24,10
2025-09-30T18:43:56.8203279Z,20,08
2025-09-30T18:43:56.8228410Z,1,00
2025-09-30T18:43:56.8532422Z,31,91
2025-09-30T18:43:56.8568029Z,2,54
2025-09-30T18:43:56.8988131Z,41,52
2025-09-30T18:43:56.9008295Z,3,53
2025-09-30T18:43:56.9184904Z,16,15
2025-09-30T18:43:56.9205113Z,3,53
2025-09-30T18:43:56.9661168Z,41,05
2025-09-30T18:43:56.9790927Z,16,53
2025-09-30T18:43:57.0020510Z,23,44
2025-09-30T18:43:57.0040817Z,1,53
2025-09-30T18:43:57.0406691Z,36,11
2025-09-30T18:43:57.0431890Z,4,02
2025-09-30T18:43:57.0692163Z,24,51
2025-09-30T18:43:57.0727674Z,4,05
2025-09-30T18:43:57.1135932Z,38,74
2025-09-30T18:43:57.1213084Z,6,68
2025-09-30T18:43:57.1528159Z,35,65
2025-09-30T18:43:57.1558953Z,1,53
2025-09-30T18:43:57.1914397Z,36,09
2025-09-30T18:43:57.1929617Z,2,52
2025-09-30T18:43:57.2205890Z,27,63
2025-09-30T18:43:57.2231030Z,0,99
2025-09-30T18:43:57.2546503Z,32,05
2025-09-30T18:43:57.2571787Z,2,53
2025-09-30T18:43:57.3074730Z,47,62
2025-09-30T18:43:57.3446378Z,39,75
2025-09-30T18:43:57.3732733Z,29,74
2025-09-30T18:43:57.4058358Z,32,56
2025-09-30T18:43:57.4379523Z,31,10
2025-09-30T18:43:57.4832556Z,43,76
2025-09-30T18:43:57.5230662Z,41,35
2025-09-30T18:43:57.5571861Z,35,14
2025-09-30T18:43:57.5863277Z,29,14
2025-09-30T18:43:57.6240238Z,37,70
2025-09-30T18:43:57.6364653Z,11,92
2025-09-30T18:43:57.6812054Z,43,27
2025-09-30T18:43:57.7059649Z,26,24
2025-09-30T18:43:57.7418153Z,36,36
2025-09-30T18:43:57.7761839Z,34,37
2025-09-30T18:43:57.8098401Z,33,66
2025-09-30T18:43:57.8459292Z,34,57
2025-09-30T18:43:57.9064346Z,62,02
2025-09-30T18:43:57.9441865Z,36,73
2025-09-30T18:43:57.9538878Z,9,71
2025-09-30T18:43:57.9943437Z,40,02
2025-09-30T18:43:58.0256317Z,31,22
2025-09-30T18:43:58.0730783Z,38,70
2025-09-30T18:43:58.1070185Z,43,19
2025-09-30T18:43:58.1450710Z,37,56
2025-09-30T18:43:58.1777662Z,32,18
2025-09-30T18:43:58.2166435Z,39,89
2025-09-30T18:43:58.2537627Z,34,58
2025-09-30T18:43:58.2918366Z,41,63
2025-09-30T18:43:58.3259450Z,32,57
2025-09-30T18:43:58.3592961Z,33,88
2025-09-30T18:43:58.3948179Z,36,54
2025-09-30T18:43:58.4477183Z,48,08
2025-09-30T18:43:58.4722020Z,28,30
2025-09-30T18:43:58.5098845Z,37,67
2025-09-30T18:43:58.5394608Z,29,43
2025-09-30T18:43:58.5753882Z,36,58
2025-09-30T18:43:58.6113702Z,35,48
2025-09-30T18:43:58.6657605Z,46,84
2025-09-30T18:43:58.6920399Z,34,84
2025-09-30T18:43:58.7228482Z,29,80
2025-09-30T18:43:58.7592562Z,36,28
2025-09-30T18:43:58.7884294Z,29,29
2025-09-30T18:43:58.8215677Z,33,15
2025-09-30T18:43:58.8981520Z,73,16
2025-09-30T18:43:58.9367815Z,43,05
2025-09-30T18:43:58.9768566Z,39,05
2025-09-30T18:43:59.0035247Z,27,19
2025-09-30T18:43:59.0594043Z,44,14
2025-09-30T18:43:59.0906758Z,42,49
2025-09-30T18:43:59.1193834Z,29,22
2025-09-30T18:43:59.1540821Z,35,21
2025-09-30T18:43:59.2052641Z,48,96
2025-09-30T18:43:59.2406550Z,36,61
2025-09-30T18:43:59.2431835Z,3,01
2025-09-30T18:43:59.2771483Z,33,47
2025-09-30T18:43:59.2796717Z,2,53
2025-09-30T18:43:59.3050711Z,25,41
2025-09-30T18:43:59.3064144Z,1,00
2025-09-30T18:43:59.3544576Z,45,76
2025-09-30T18:43:59.3646079Z,12,24
2025-09-30T18:43:59.3870653Z,22,99
2025-09-30T18:43:59.3885740Z,2,51
2025-09-30T18:43:59.4248856Z,34,12
2025-09-30T18:43:59.4278885Z,4,20
2025-09-30T18:43:59.4546663Z,27,78
2025-09-30T18:43:59.4582139Z,2,54
2025-09-30T18:43:59.5010214Z,42,81
2025-09-30T18:43:59.5179747Z,14,41
2025-09-30T18:43:59.5569600Z,41,54
2025-09-30T18:43:59.5594792Z,2,00
2025-09-30T18:43:59.5908195Z,31,86
2025-09-30T18:43:59.5933418Z,2,00
2025-09-30T18:43:59.6228166Z,30,00
2025-09-30T18:43:59.6248538Z,2,02
2025-09-30T18:43:59.6598361Z,34,97
2025-09-30T18:43:59.6673932Z,7,07
2025-09-30T18:43:59.7115218Z,44,63
2025-09-30T18:43:59.7130330Z,2,52
2025-09-30T18:43:59.7376493Z,22,94
2025-09-30T18:43:59.7406595Z,3,68
2025-09-30T18:43:59.7699510Z,30,29
2025-09-30T18:43:59.7740091Z,3,04
2025-09-30T18:43:59.8038209Z,30,83
2025-09-30T18:43:59.8063528Z,1,51
2025-09-30T18:43:59.8533097Z,47,98
2025-09-30T18:43:59.8558341Z,1,01
2025-09-30T18:43:59.8715442Z,16,23
2025-09-30T18:43:59.8741811Z,2,61
2025-09-30T18:43:59.9091815Z,35,00
2025-09-30T18:43:59.9132935Z,3,02
2025-09-30T18:43:59.9429254Z,29,75
2025-09-30T18:43:59.9459862Z,3,54
2025-09-30T18:43:59.9769047Z,29,87
2025-09-30T18:43:59.9864967Z,9,51
2025-09-30T18:44:00.0214342Z,37,59
2025-09-30T18:44:00.0249779Z,2,55
2025-09-30T18:44:00.0577919Z,31,77
2025-09-30T18:44:00.0598128Z,4,06
2025-09-30T18:44:00.0882776Z,28,46
2025-09-30T18:44:00.0907911Z,2,51
2025-09-30T18:44:00.1259586Z,34,14
2025-09-30T18:44:00.1279829Z,2,04
2025-09-30T18:44:00.1591365Z,29,14
2025-09-30T18:44:00.1859029Z,16,03
2025-09-30T18:44:00.2037758Z,30,62
2025-09-30T18:44:00.2065518Z,2,77
2025-09-30T18:44:00.2342518Z,28,72
2025-09-30T18:44:00.2377919Z,2,53
2025-09-30T18:44:00.2674248Z,30,64
2025-09-30T18:44:00.2694397Z,2,01
2025-09-30T18:44:00.3062300Z,35,78
2025-09-30T18:44:00.3129019Z,5,60
2025-09-30T18:44:00.3578763Z,45,55
2025-09-30T18:44:00.3608953Z,3,53
2025-09-30T18:44:00.3887028Z,27,79
2025-09-30T18:44:00.3902046Z,2,52
2025-09-30T18:44:00.4232244Z,31,44
2025-09-30T18:44:00.4252481Z,2,59
2025-09-30T18:44:00.4513794Z,27,14
