Timestamp,Delta_ms
2025-09-30T18:19:14.3997547Z,1,51
2025-09-30T18:19:14.4048028Z,0,00
2025-09-30T18:19:14.4128927Z,6,56
2025-09-30T18:19:14.4257547Z,6,61
2025-09-30T18:19:14.4438789Z,1,56
2025-09-30T18:19:14.4499319Z,1,52
2025-09-30T18:19:14.4612389Z,1,02
2025-09-30T18:19:14.4734015Z,2,54
2025-09-30T18:19:14.4895124Z,1,00
2025-09-30T18:19:14.4971123Z,1,51
2025-09-30T18:19:14.5047304Z,1,55
2025-09-30T18:19:14.5138879Z,1,03
2025-09-30T18:19:14.5220327Z,2,07
2025-09-30T18:19:14.5293542Z,2,32
2025-09-30T18:19:14.5368053Z,1,51
2025-09-30T18:19:14.5455686Z,1,01
2025-09-30T18:19:14.5633413Z,0,00
2025-09-30T18:19:14.5678645Z,1,51
2025-09-30T18:19:14.5789668Z,1,51
2025-09-30T18:19:14.5890297Z,1,02
2025-09-30T18:19:14.5935878Z,1,01
2025-09-30T18:19:14.5979769Z,0,00
2025-09-30T18:19:14.6175087Z,1,87
2025-09-30T18:19:14.6227107Z,1,01
2025-09-30T18:19:14.6268032Z,1,56
2025-09-30T18:19:14.6348060Z,1,00
2025-09-30T18:19:14.6398317Z,2,02
2025-09-30T18:19:14.6444308Z,6,60
2025-09-30T18:19:14.6498549Z,1,41
2025-09-30T18:19:14.6713898Z,1,51
2025-09-30T18:19:14.6779979Z,0,00
2025-09-30T18:19:14.6861120Z,1,01
2025-09-30T18:19:14.6927445Z,1,00
2025-09-30T18:19:14.6978086Z,1,02
2025-09-30T18:19:14.7089398Z,0,00
2025-09-30T18:19:14.7129910Z,1,51
2025-09-30T18:19:14.7175233Z,1,01
2025-09-30T18:19:14.7302272Z,1,00
2025-09-30T18:19:14.7548838Z,9,14
2025-09-30T18:19:14.7863177Z,1,02
2025-09-30T18:19:14.7915624Z,0,00
2025-09-30T18:19:14.7966376Z,1,01
2025-09-30T18:19:14.8078358Z,1,01
